pred,truth,country,region,w
-0.09105252712990872,0.01612911245681307,ALB,Europe & Central Asia,14.872536671311455
-0.05911534573000714,0.043694899439541725,ALB,Europe & Central Asia,14.872536671311455
-0.06051168424852411,0.043694899439541725,ALB,Europe & Central Asia,14.872536671311455
-0.0550755881297593,0.043694899439541725,ALB,Europe & Central Asia,14.872536671311455
-0.03922306990432103,0.043694899439541725,ALB,Europe & Central Asia,14.872536671311455
0.05295881657009019,0.08100227612236877,ALB,Europe & Central Asia,14.872536671311455
0.003056002610579613,0.09592522679549959,ALB,Europe & Central Asia,14.872536671311455
-0.056995175243371984,0.09592522679549959,ALB,Europe & Central Asia,14.872536671311455
-0.06977131031079066,0.09592522679549959,ALB,Europe & Central Asia,14.872536671311455
-0.01809409290380055,0.11832908373055075,ALB,Europe & Central Asia,14.872536671311455
-0.016782779457182664,0.14820089297728564,ALB,Europe & Central Asia,14.872536671311455
-0.01097418866294501,0.14820089297728564,ALB,Europe & Central Asia,14.872536671311455
0.013608896333833399,0.14820089297728564,ALB,Europe & Central Asia,14.872536671311455
0.01937255624651563,0.14820089297728564,ALB,Europe & Central Asia,14.872536671311455
0.059657541732189366,0.2071942618528578,ALB,Europe & Central Asia,14.872536671311455
0.08436580911709946,0.2071942618528578,ALB,Europe & Central Asia,14.872536671311455
0.16469903577322778,0.2071942618528578,ALB,Europe & Central Asia,14.872536671311455
0.24489191692334003,0.2071942618528578,ALB,Europe & Central Asia,14.872536671311455
0.3472666217137696,0.4053519181255152,ALB,Europe & Central Asia,14.872536671311455
0.2904552757982828,0.48461498063457814,ALB,Europe & Central Asia,14.872536671311455
0.3274810808991715,0.48461498063457814,ALB,Europe & Central Asia,14.872536671311455
0.28835090247894973,0.48461498063457814,ALB,Europe & Central Asia,14.872536671311455
0.2939905426531295,0.6033379345575309,ALB,Europe & Central Asia,14.872536671311455
0.20702873227170593,0.9001453193649129,ALB,Europe & Central Asia,14.872536671311455
0.1966722654609499,0.9001453193649129,ALB,Europe & Central Asia,14.872536671311455
