iso3c,date,population,estimated_daily_excess_deaths,estimated_daily_excess_deaths_ci_95_top,estimated_daily_excess_deaths_ci_90_top,estimated_daily_excess_deaths_ci_50_top,estimated_daily_excess_deaths_ci_50_bot,estimated_daily_excess_deaths_ci_90_bot,estimated_daily_excess_deaths_ci_95_bot,estimated_daily_excess_deaths_raw_estimate,daily_excess_deaths,daily_covid_deaths
AFG,18264,38928341,-1.5345359010618975,-1.5345359010618975,-1.5345359010618975,-1.5345359010618975,-1.5345359010618975,-1.5345359010618975,-1.5345359010618975,-1.5345359010618975,NA,0
AFG,18270,38928341,0.2961877502433302,0.2961877502433302,0.2961877502433302,0.2961877502433302,0.2961877502433302,0.2961877502433302,0.2961877502433302,0.2961877502433302,NA,0
AFG,18277,38928341,2.3151680593263397,2.3151680593263397,2.3151680593263397,2.3151680593263397,2.3151680593263397,2.3151680593263397,2.3151680593263397,2.3151680593263397,NA,0
AFG,18284,38928341,2.3151680593263397,2.3151680593263397,2.3151680593263397,2.3151680593263397,2.3151680593263397,2.3151680593263397,2.3151680593263397,2.3151680593263397,NA,0
AFG,18291,38928341,2.235620820741051,2.235620820741051,2.235620820741051,2.235620820741051,2.235620820741051,2.235620820741051,2.235620820741051,2.235620820741051,NA,0
AFG,18298,38928341,2.2309105048097613,2.2309105048097613,2.2309105048097613,2.2309105048097613,2.2309105048097613,2.2309105048097613,2.2309105048097613,2.2309105048097613,NA,0
AFG,18305,38928341,3.0094948467299862,3.0094948467299862,3.0094948467299862,3.0094948467299862,3.0094948467299862,3.0094948467299862,3.0094948467299862,3.0094948467299862,NA,0
AFG,18312,38928341,18.696012494661293,18.696012494661293,18.696012494661293,18.696012494661293,18.696012494661293,18.696012494661293,18.696012494661293,18.696012494661293,NA,0
AFG,18319,38928341,-4.765030275493096,-4.765030275493096,-4.765030275493096,-4.765030275493096,-4.765030275493096,-4.765030275493096,-4.765030275493096,-4.765030275493096,NA,0
AFG,18326,38928341,17.928213218252196,17.928213218252196,17.928213218252196,17.928213218252196,17.928213218252196,17.928213218252196,17.928213218252196,17.928213218252196,NA,0
AFG,18333,38928341,7.644702413595416,7.644702413595416,7.644702413595416,7.644702413595416,7.644702413595416,7.644702413595416,7.644702413595416,7.644702413595416,NA,0
AFG,18340,38928341,17.00500921317692,17.00500921317692,17.00500921317692,17.00500921317692,17.00500921317692,17.00500921317692,17.00500921317692,17.00500921317692,NA,0.020428571428571428
AFG,18347,38928341,-9.79985159289376,-9.79985159289376,-9.79985159289376,-9.79985159289376,-9.79985159289376,-9.79985159289376,-9.79985159289376,-9.79985159289376,NA,0.34714285714285714
AFG,18354,38928341,-14.029485139980773,-14.029485139980773,-14.029485139980773,-14.029485139980773,-14.029485139980773,-14.029485139980773,-14.029485139980773,-14.029485139980773,NA,0.5715714285714285
AFG,18361,38928341,-15.578235751176098,-15.578235751176098,-15.578235751176098,-15.578235751176098,-15.578235751176098,-15.578235751176098,-15.578235751176098,-15.578235751176098,NA,1.4897142857142858
AFG,18368,38928341,-15.69902282848484,-15.69902282848484,-15.69902282848484,-15.69902282848484,-15.69902282848484,-15.69902282848484,-15.69902282848484,-15.69902282848484,NA,1.5917142857142856
AFG,18375,38928341,-12.2830547303934,-12.2830547303934,-12.2830547303934,-12.2830547303934,-12.2830547303934,-12.2830547303934,-12.2830547303934,-12.2830547303934,NA,1.9795714285714285
AFG,18382,38928341,-14.394009275708289,-14.394009275708289,-14.394009275708289,-14.394009275708289,-14.394009275708289,-14.394009275708289,-14.394009275708289,-14.394009275708289,NA,3.5305714285714287
AFG,18389,38928341,-11.618596370741255,-11.618596370741255,-11.618596370741255,-11.618596370741255,-11.618596370741255,-11.618596370741255,-11.618596370741255,-11.618596370741255,NA,5.551
AFG,18396,38928341,5.190603668345145,5.190603668345145,5.190603668345145,5.190603668345145,5.190603668345145,5.190603668345145,5.190603668345145,5.190603668345145,NA,5.489714285714285
AFG,18403,38928341,4.9081599242962834,4.9081599242962834,4.9081599242962834,4.9081599242962834,4.9081599242962834,4.9081599242962834,4.9081599242962834,4.9081599242962834,NA,7.489857142857143
AFG,18410,38928341,20.01081647063596,20.01081647063596,20.01081647063596,20.01081647063596,20.01081647063596,20.01081647063596,20.01081647063596,20.01081647063596,NA,5.816142857142857
AFG,18417,38928341,45.76987853315083,45.76987853315083,45.76987853315083,45.76987853315083,45.76987853315083,45.76987853315083,45.76987853315083,45.76987853315083,NA,9.938571428571429
AFG,18424,38928341,23.378149186475113,23.378149186475113,23.378149186475113,23.378149186475113,23.378149186475113,23.378149186475113,23.378149186475113,23.378149186475113,NA,17
AFG,18431,38928341,86.85644727556678,86.85644727556678,86.85644727556678,86.85644727556678,86.85644727556678,86.85644727556678,86.85644727556678,86.85644727556678,NA,15.612142857142857
AFG,18438,38928341,73.08475811296937,73.08475811296937,73.08475811296937,73.08475811296937,73.08475811296937,73.08475811296937,73.08475811296937,73.08475811296937,NA,18.510285714285715
AFG,18445,38928341,78.12640361215794,78.12640361215794,78.12640361215794,78.12640361215794,78.12640361215794,78.12640361215794,78.12640361215794,78.12640361215794,NA,19.265428571428572
AFG,18452,38928341,43.494515713216,43.494515713216,43.494515713216,43.494515713216,43.494515713216,43.494515713216,43.494515713216,43.494515713216,NA,22.551
AFG,18459,38928341,51.47055058535915,51.47055058535915,51.47055058535915,51.47055058535915,51.47055058535915,51.47055058535915,51.47055058535915,51.47055058535915,NA,22.734857142857145
AFG,18466,38928341,57.58951105261287,57.58951105261287,57.58951105261287,57.58951105261287,57.58951105261287,57.58951105261287,57.58951105261287,57.58951105261287,NA,14.285571428571428
AFG,18473,38928341,70.27558308013667,70.27558308013667,70.27558308013667,70.27558308013667,70.27558308013667,70.27558308013667,70.27558308013667,70.27558308013667,NA,8.959142857142858
AFG,18480,38928341,84.04365243591602,84.04365243591602,84.04365243591602,84.04365243591602,84.04365243591602,84.04365243591602,84.04365243591602,84.04365243591602,NA,3.448857142857143
AFG,18487,38928341,85.61990810148059,85.61990810148059,85.61990810148059,85.61990810148059,85.61990810148059,85.61990810148059,85.61990810148059,85.61990810148059,NA,7.959
AFG,18494,38928341,85.14224857177418,85.14224857177418,85.14224857177418,85.14224857177418,85.14224857177418,85.14224857177418,85.14224857177418,85.14224857177418,NA,3.612285714285714
AFG,18501,38928341,104.26424278465129,104.26424278465129,104.26424278465129,104.26424278465129,104.26424278465129,104.26424278465129,104.26424278465129,104.26424278465129,NA,2.2654285714285716
AFG,18508,38928341,69.56359493562994,69.56359493562994,69.56359493562994,69.56359493562994,69.56359493562994,69.56359493562994,69.56359493562994,69.56359493562994,NA,1.2654285714285713
AFG,18515,38928341,72.64963268045746,72.64963268045746,72.64963268045746,72.64963268045746,72.64963268045746,72.64963268045746,72.64963268045746,72.64963268045746,NA,1.5711428571428572
AFG,18522,38928341,73.20063070389702,73.20063070389702,73.20063070389702,73.20063070389702,73.20063070389702,73.20063070389702,73.20063070389702,73.20063070389702,NA,2.2857142857142856
AFG,18529,38928341,93.2641403402399,93.2641403402399,93.2641403402399,93.2641403402399,93.2641403402399,93.2641403402399,93.2641403402399,93.2641403402399,NA,2.142857142857143
AFG,18536,38928341,97.48116760282882,97.48116760282882,97.48116760282882,97.48116760282882,97.48116760282882,97.48116760282882,97.48116760282882,97.48116760282882,NA,1.4081428571428571
AFG,18543,38928341,101.05669491600038,101.05669491600038,101.05669491600038,101.05669491600038,101.05669491600038,101.05669491600038,101.05669491600038,101.05669491600038,NA,1.6734285714285715
AFG,18550,38928341,98.72302602171432,98.72302602171432,98.72302602171432,98.72302602171432,98.72302602171432,98.72302602171432,98.72302602171432,98.72302602171432,NA,1.8774285714285714
AFG,18557,38928341,117.38319267942006,117.38319267942006,117.38319267942006,117.38319267942006,117.38319267942006,117.38319267942006,117.38319267942006,117.38319267942006,NA,3.0204285714285715
AFG,18564,38928341,126.9022927728283,126.9022927728283,126.9022927728283,126.9022927728283,126.9022927728283,126.9022927728283,126.9022927728283,126.9022927728283,NA,3.5305714285714287
